,user,playtime,user_url,post_date,helpfulness,review,recommend
1098,King Garb,0.2,https://steamcommunity.com/id/KingGarb/,"October 5, 2023",2,['square enix owes me reparations for this port'],Not Recommended
1099,Skeeuk,11.2,https://steamcommunity.com/id/skeeuk/,"March 30, 2016",1,['excellent game very memorable music gameplay from erabut but but the graphics look good but pc performnce is rubbish this should easily be even on low to mid systems i have a overclocked fx overclocked hd and fps jumps all over the place its severly unoptimised the other issue is it has extremly annoying crashes that ruin gameplay so far theres no fix its a game for me but due to pc issues about frame rates and crashes i cant recomend'],Not Recommended
1100,ayrtonzg,1.2,https://steamcommunity.com/id/ayrtonzg/,"December 27, 2021",1,['as much as i tried to patch it and fix it the game does not work it crashes every minutes or so i tried almost every solution i found and it didn t work i can t say anything about the game itself because i could not play it i was very eager to play it as i enjoyed ffxiii very much but it made it impossible for me to keep playing being always afraid that it was going to crash and getting angry because effectively crashed every minutes '],Not Recommended
1101,UnkPunk,13.2,https://steamcommunity.com/id/Dawg1988/,"March 17, 2017",4,['this is a horrble port it crashes constantly the game is fun but the amount of crashing kills the enjoyment of the game i had no problems with ffxiii crashing but this game i may play for a few minutes and then it crashes it s so aggarvating i wanna enjoy the game but with all the crashing i can t also i have way above recomended settings and the game runs at fps if i had a console i d play it on there but sadly i do not if you have an xbox or i d recommend just getting it on those platfroms '],Not Recommended
1102,Beesidia,44.3,https://steamcommunity.com/id/RoberOnocle/,"March 13, 2022",1,['i feel like it says something when an utterly broken port is still more fun than than its perfectly playable predecessor '],Recommended
1103,The Hypnotoad,2.9,https://steamcommunity.com/profiles/76561198329697433/,"May 9, 2021",2,['astonishingly bad even by the very low standards set by other ff spinoffs my steam record suggests i played for less than three hours i couldn t take any more after that but i d played for too long to be eligible for a refund boring gameplay dreadful characters ugly visuals and a soundtrack so unpleasant to listen to that i ended up playing with the audio muted this game was a pure cash grab in true square enix form give it a miss and go straight to lightning returns if you want to extend your time in the ffxiii universe '],Not Recommended
1104,godsentme,110.5,https://steamcommunity.com/profiles/76561198006338769/,"January 30, 2023",2,['the first game of the series was perceived as being too linear so squeenix tried to remedy it instead of going from one map to another in a linear fashion you go from one map to another then back to the first map but at a different time the story progress is still set on a strict path so when you really think about it the game is linear but with maps repeating themselves times which is brilliant if you look at it from the development side of things from the player s perspective it s not too bad considering you can leave a map at any time and load another to finish up a sidequest or grind some cp for levels as for the story you can hate it or love it but it s a separate matter if you can understand it having played through the game and done all the sidequests i still don t know if i understood it or not i didn t bother much with the dlc it seemed pointless you either play texas hold em as sazh in a casino or do some vs grinding with lightning the arena is nice if you want a real challenge i ll briefly mention what i liked about this game the music alright now that that s out of the way let s talk about the characters and dialogue i just can t stand that every other sentence these teenagers blabber out is supposed to sound deep and perhaps they can if you re high enough the topics the main characters dabble in are philosophy motivational poster quotes and moral high ground with your usual anime tropes as filler something about needing to protect certain individuals and defeat the level design there are some really weird and archaic design choices made all with the sole purpose of wasting your time i ll bring up some very specific examples like the entirety of augusta tower not fun not challenging very annoying the weather control device in archylte steppe there are weather modes that you can switch between by using levers you need to set the lever combination up or down for specific weather which then triggers a second unskippable cutscene and unless you re a speedrunner you will not have memorized the combinations so you try again hope for the best and look at the damn cutscene again why not simply give me a selection of the weather modes with the currently active one being a different colour it doesn t take me out of the game and most importantly it doesn t waste my time the slow giant rock critter ride in sunleth waterscape was okay the first couple of times but after the third time i despised it the escalators in academia the ones that go in the opposite direction so you either bunny hop through it or interact with a lever for a couple of seconds to switch directions just why last map has the tetris block barges you stand and wait on a platform ledge for the block to turn towards you you get on the block and wait for it to turn towards the next platform you move to that platform and you do it again and again and again the devs must ve really thought the environment visuals were simply too good not to force the player to enjoy them i think on this map you spend more time waiting than doing anything else and that includes the encounters and the best part about this map is that you get to redo it from the start if you want to gather all the fragments because of the bestiary character progression did you know that levelling commando on a big crystal gives bonus strength and levelling ravager on a big crystal gives bonus magic what about the fact that if you level synergist to an odd level e g from to on a big crystal you ll get bonus magic and the best one is of course levelling saboteur even level on big crystal gives bonus strength and odd gives bonus magic the maximum level for each role is so if you waste too many levels of the above roles on small crystals you ll make your characters much weaker than if you d meticulously followed the rules and you cannot reset the crystarium i personally didn t notice these rules being mentioned in the game so you d need to pay close attention to know monster breeder the unit on your side in a battle is a monster that you capture not that i mind the fact that you can breed monsters to become better than either of your main characters but you d need to do quite a bit of research and experimentation to know how what and when to fuse monsters together to get the best passive abilities aside from fusing monsters together the monsters have their own crystarium which is a bit different they use items instead of cp which means grinding for items here s an example of how to get one of the most powerful ravagers in the game a blue chocobo first you need to catch one and a blue chocobo is a rare pokemon so getting it to even spawn without the battlemania fragment skill can take some time next up you need to get lucky to actually catch it there s another fragment skill that can help with that but rng is rng because it s a ravager role you ll want to boost its magic which means leveling the crystarium with mostly mana type materials for levels i used potent materials the rest all mana you ll need to level it to at least which is good because getting mana crystals is a pain so much so that i stopped levelling the bird after level since it s asking for crystals per level and i can t be bothered anymore it didn t really matter i still beat the final boss in minutes instead of the target time of minutes got it levelled up to great now all you need to do is just capture other monsters a few of which are rare one of which only exist on a map and you ll need two of them so better save before battle and reload if capture fails then close the gate and redo some story parts to get the second one level up these monsters as well until specific abilities become available then infuse them in the correct order and you re done i understand why some people would enjoy this process not me though granted creating the most overpowered critter isn t required to beat the the good old japanese grind for because sometimes it s not the skill that matters but how much time you re willing to give obviously playing of a game is optional and i definitely would ve hated the game less if i had not decided to go for it but here we are it s mostly about fragments and you ll actually want quite a lot of them to unlock certain fragment skills i ll just mention a few good examples of the grind captain cryptic quiz in academia getting a question wrong will make him disappear and reappear in one of the possible locations so you ll need to search around this annoying map once you get all the questions correct you ll get a fragment and now you get to do it four more times i think nobody would find this fun but this is the way of the japanese grind the monster professor fragment which requires you to completely fill out the bestiary will require you to have finished the game and gotten most of the paradox endings to finally complete it needless to say it was the last one i completed what s so bad about filling the bestiary for example did you know that a cactuar enemy can use an ability to change into a giant cactuar during a fight in fact that s the only way to encounter a giant cactuar considering it takes a long time until it uses the ability you ll have beaten the cactuar way before it does it how would you know to wait for cactuar to morph into giant cactuar without looking it up on the internet i have no clue how would you know where to find the missing monsters actually nevermind how would you even know which monsters you re missing from your list without looking it up on the internet i have no clue once again i suppose you d just go map by map and try to spawn all the monsters until you thought you had them all '],Not Recommended
1105,Solus,30.2,https://steamcommunity.com/profiles/76561198048979904/,"January 12, 2016",0,['this pc port does not allow downscaling it does not run at and it runs like complete trash however throw all those elitist pc thoughts out the window because the music is just outstanding it s great no its wonderful and it s argubly the best kind of music i ve heard since final fantasy vii and xiv this is my favorite final fantasy ost i would give up at for good music any day so i totally recommend this game serah s theme aka wish is one of the best songs i ve heard from a video game '],Recommended
1106,Enclosure,121.1,https://steamcommunity.com/id/ecsHD/,"October 7, 2020",1,['if only if it wasnt for the low quality fmv s and the crash s by far the best ffxiii game '],Recommended
1107,Kosmov,61.5,https://steamcommunity.com/id/kosmov/,"February 22, 2016",3,['more than half of the game is literally about making you waste time the other half are just bland cheesy cutscenes with celine dion singing in the background and the weird cousin of a plot remember when final fantasy characters were driven by actual human emotions when you could empathize with their suffering and happiness not this time '],Not Recommended
1108,Salt Dealer,26.9,https://steamcommunity.com/id/SaltDealer/,"June 17, 2022",1,['oof the worst of the series just skip this one and watch a synopsis move from straight to lightning returns with a youtube video inbetween it s better that way '],Not Recommended
1109,Dharma,1.6,https://steamcommunity.com/profiles/76561197997800499/,"December 13, 2014",28,[' frame drops batman '],Not Recommended
1110,Flandrian,16.7,https://steamcommunity.com/id/YamatoMikoto/,"May 18, 2015",1,['one of finest rpg games in my opinion magnificent quality and few different ways how to go though it '],Recommended
1111,carychow,27.5,https://steamcommunity.com/id/carychow/,"July 6, 2016",1,['for serah vanille the battle is more interesting than final fantasy xiii '],Recommended
1112,Icon,54.2,https://steamcommunity.com/profiles/76561198045467587/,"July 4, 2016",1,['in all honesty an absolutely amazing game pro s superb ost s incredible villain caius is arguably the best villain since kefka same battle system as good monster collecting is good cinematic boss battles boss battle in general are very goodcons some of the puzzles are genuinely infuriating clock puzzles that stupid academia puzzle augusta tower battle every seconds capture rates on rare monsters prior to getting battlemania monster collector are completely and by the time you get battlemania most of the rare monsters are redundantall in all though if you re a fan of final fantasy this game is an absolute must play caius is an amazing antoganist easily the best since kefka unless you have brain damage the story line is very easy to follow and quite good not amazing but it s good the negative reviews of this game are retarded and most of them are from people with like hours lol '],Recommended
1113,Aleclove16,6.0,https://steamcommunity.com/profiles/76561198115147836/,"January 3, 2015",2,['love it'],Recommended
1114,UltimaTenshi,19.7,https://steamcommunity.com/id/UltimaTenshi/,"December 29, 2016",1,['i m not entirely sure of what is going on with the game crashing for other people but running on an processor and a gtx this game seems to run fine graphicly with a few of the settings moved up from the lower settings and i haven t had any issues with crashes the only time it glitched was first opening it the game stayed on the square enix logo for a little bit maybe i m lucky or someting idk this game so far has been great its not quite as linear as xiii was but it is still quite linear the cool thing is that it allows you to go back and redo places visit anywhere you ve already been and i like how they switched out sneaking up on enemies for preemitive strike its golden you get to have up to three creatures from the game set in to switch up your party so you can run things like relentless assault tortise tri disaster and any of your paradigms from the old game which is pretty sweet and i like how you only have two permanent members of the party for simplicity in leveling people up not that keeping track of everyone was bad i m just lazy these things add up to make the game pretty great and enjoyable theres also lots of cinnimatic real time event stuff that looks pretty cool and is pretty easy as long as you kinda know the layout of the buttons the game want you to do if you thought regular thirteen was fun you ll probably like this one as well if you haven t played through thirteen it also has a beginner s notebook thing on the title screen so you can instantly read through the events of thirteen if you re a horrible person '],Recommended
1115,LavadoraAtomica,45.3,https://steamcommunity.com/id/SteamAlohomora/,"March 9, 2018",1,['first there is not gamepad support althought i managed to make it work the first time i played now when i try to play i cant use the gamepad and the solution is start over again square enix is stealing with this game '],Not Recommended
1116,+🔑BIG=VENUS=LOVER🔑+,43.5,https://steamcommunity.com/id/nahid352777/,"September 8, 2018",2,['good gam'],Recommended
1117,Full,14.6,https://steamcommunity.com/id/cainsbrother/,"November 18, 2015",0,[''],Recommended
1118,ShitsWhenGiggles,4.1,https://steamcommunity.com/id/Mebaby2/,"December 20, 2014",2,['fairly decent port not to many amazing gfx options and shadow resolutions seem to look best at or else soft shadows look kinda off but it supports up to resolution and not luxury but it looks solid and the game requires a fairly low end rig to play maxed out flawlessly unless your one of the few unlucky folk for wich the game just runs horrible for no aparant reason it doesnt contain all dlc its missing a couple outfits for example like style and steel it does have a option to read back what happened each chapter of in case you dont wana play through but is something you want to play '],Recommended
1119,Loafie,64.4,https://steamcommunity.com/id/ToastedLoafie/,"April 30, 2023",2,['noel was always the better man for serah'],Recommended
1120,Scott Craighead,34.0,https://steamcommunity.com/id/ScottCraighead/,"December 12, 2014",23,['i just cannot recommend you grab this game i go into detail and explain everything on what final fantasy offers and also why you should not get this game it s not even worth the low price '],Not Recommended
1121,bhudag,33.3,https://steamcommunity.com/profiles/76561198032127121/,"February 6, 2015",3,['frame rate issues are hard to fix really bad port wasted money on this on'],Not Recommended
1122,sÏmp,3.5,https://steamcommunity.com/id/trumanng/,"March 28, 2015",0,['this is by far a better game than final fantasy play it you ll love it played the prologue better than a lot of other hot girls yeeeeeehhhhaaaa'],Recommended
1123,Trunks252,52.5,https://steamcommunity.com/profiles/76561198000337410/,"August 28, 2023",1,['good game awful port but it runs great with mod fixes don t play unless you re willing to mod '],Recommended
1124,Izy,7.9,https://steamcommunity.com/id/Izy--/,"January 2, 2016",2,['i ignored the warnings and bought this game everyone is right it s a horrible port rife with problems it has problems with sound so times out of it loads with this horribly loud buzzing that doesn t stop it has problems recognizing controllers it has really weird fps issues right out the gate i d love to comment on the gameplay but it s utterly unplayable for me when the first game worked great '],Not Recommended
1125,CanzarSlime,4.0,https://steamcommunity.com/id/canzarslime/,"February 18, 2015",2,['i ll write an actual reveiw for the game when it s playable in the little things settings ui elements having greater assests than this is a better port than but whatever it is with the engine can t make the game run over during the overworld and cutscenes live segements and become horridly desynced when oddly battles are always a clean used gedosato i ve used the graphic card s settings i ve modded the exe and ini s i ve reduced settings to and all for the same exact result laggy overworld desync d cutscenes and qtes and perfectly flow frames per second battles soooo till it s either patched or i find an acceptable means of playing it this reveiw is gonna be don t bother '],Not Recommended
1126,SamuraiEdgeplay,29.0,https://steamcommunity.com/id/SamuraiEdgeplay/,"August 3, 2023",1,['crashes every half hour due to a limit on virtual memory most times it hard crashes steam too so you have to close everything out in task manager this is beans i really liked my time with this game but i can t play something so abhorrently put together '],Not Recommended
1127,bananakin,39.5,https://steamcommunity.com/id/Nakulatorres/,"July 13, 2015",2,['im not gay '],Recommended
1128,P1,33.1,https://steamcommunity.com/profiles/76561199141978350/,"July 7, 2023",1,['ye'],Recommended
1129,draigoon,192.7,https://steamcommunity.com/profiles/76561198883989039/,"July 4, 2023",1,['amaz'],Recommended
1130,slurps,26.6,https://steamcommunity.com/id/unic0rn1337/,"December 28, 2015",0,['runs great on macbook pro late '],Recommended
1131,Rreizero,42.7,https://steamcommunity.com/id/rreizero/,"June 7, 2020",1,[' staryou ve probably played thinking you want to play this next i d advice that you should be satisfied with ending this will take you on a roller coaster ride you probably don t want to get into then again if you re really bored have time and an ff fan have at it there s nothing wrong playing this just that other games exist that might be worth more your time '],Recommended
1132,MacMakiboy,4.6,https://steamcommunity.com/profiles/76561198081907732/,"February 22, 2021",0,['can t even change the voice to english wth im not fan of japanes'],Recommended
1133,Damien Ramirez,0.3,https://steamcommunity.com/id/God_Of_Death_NZL/,"November 23, 2016",0,['played on playstation not bad same issues with ffxiii tho ok story hope needed to die best combat system out of any final fantasy to date only trhing that ruins this game really is the stupid backwards forwards crap go a stage have to go back multipul times to progess to another part then back to another part you already did so stupid pc version has skipping video audio issues '],Recommended
1134,Giantkamel,246.8,https://steamcommunity.com/profiles/76561198103220043/,"October 9, 2015",0,['hi'],Recommended
1135,Keeyu,8.4,https://steamcommunity.com/profiles/76561198025258865/,"June 23, 2015",1,['do not buy it there are puzzles that can ruin the whole game in minutes '],Not Recommended
1136,Soyoux Debaausher,28.1,https://steamcommunity.com/id/RiverFlowsInYou/,"February 17, 2015",0,['extra boobs for sera please this game surely addict for jrpg fans a little bit lacks in keyboard layout seems this port not fully support pc'],Recommended
1137,BasedKillerRead,79.6,https://steamcommunity.com/profiles/76561199007442182/,"April 24, 2020",4,['there are many problems already with the port itself discussed in many of the best reviews to fix them just search up the pcgaming wiki for solutions even after applying the mods the game continues to crash i did not like this game after spending more than hours and a will to continue to it at sometime in the future i would not recommend this game to anyone i m honestly appalled at those reviews that state that this is one of their favorite final fantasy games to each their own but i found there to be only one real moment of heart and emotion i felt for the characters and events that unfolded i don t know if i ve matured to some degree or if the japanese style writing has gone downhill so much i watch japanese movies occasionally and they still come off great every now and then japanese game writing though death stranding and the kingdom hearts series in general have no sense of real human emotion everyone comes off as an atypical anime action hero they feel sad when the story insists it upon them to they are happy just to get the other character happy lets tell the viewer why they are sad and when they bond they ll just tell each other they are has only two main characters and they some how develop them less than the of the previous effort we spend time jumping back and forth through timelines while the narrator discusses the perils of defying fate the main villain seems to note defying fate is wrong while defying fate itself while the game is not the hallway that ffxiii is it still is rather limited you get to go to different world meet up with old friend you never stay in an area long enough to get a connection you travel time to see who its like in the past and future but nothing like on the scale of link to the past or even ocarina each era is basically nailed down to as a mario level lets do this objective to get a star move on to next level there isn t any moment of urgency we do what we do to fix the timeline and find lightning we know at the beginning we are not fixing the time cause the narrator tell the audience we are in the wrong lightning is a god like being who can see the future so there is literally nothing that i can empathize with her as well she tells us what will happen in the story too noel sorta has an arc but thats it caius and serah don t do much really in evolution i ve been a fan of the final fantasy and squaresoft enix rpg s since playing ffx and kingdom hearts my point of entry is important when trying to explain my perspective on this game and the franchise as a whole i haven t play ffxiii in a decade so bare with me i enjoyed ffxiii for what it was an okay story about fighting fate the consequences of which are thrown upon two of the main characters who may or not be homosexual the characters are great vanille and fang at least are they have layers and different facets of their personality emerge depending on who they interact with the only two wet blankets could be snow and lightning but they serve the archetypal purpose of strong stoic character and another who is romantically in love the thematic link between all the mc s are wanting to protect someone who seems fated to die leave they all fight the power oppressors and it leads to being able to get what they want besides two of the main characters because they were the cause of much of the suffering thesis statement who defies fate should they defy fate what are the consequences answer you can you must consequences are worse if you hold off presumably even then the ending is ambiguous enough to allow the viewer the freedom to decide what was right themselves final fantasy x favorite top of all time sort of begins like an isekai anime you are thrown into the world without any prior knowledge you learn and feel for the racism of the al bhed and rikku yuna as half al bhed draws parallels to the half guado villain seymour the main characters abandonment issues are address directly through out the game in his fathers character interactions through flashbacks and indirectly through inner thoughts of tidus the religion portrayed throughout the game is shown with reverence and is heavily catholic inspired it works to help draw the player into believing in the use of the religion for the characters then slowly they dish out the relevatory lies you learn through minor characters and historians what the world used to be like while everything in the beginning is explained exposition they still have cutscenes to show ritualistic dances and movements to add more culture to the religion while characters may not be the most exciting they all have interesting personality quirks and a arc this with an innovative level up system and great story with scope this is not even mentioning how every area to me is memorable maclania crystal moon flow a river on an elephant with shumi bluemen farplanes thunderplanes this not even mentioning again the fantastic sequel which finishes minor character arcs maechen the supposed classic i remember hating the story the first time around i replayed it sometime in and was surprised at how much the game tries to be the best game ever made pushing the playstation to its limit expressive character movements portray emotions such as anger and sadness the music is sweeping and sprawling i love the way it plays with memory and trauma theres nuance for a story about an evil corporation which ff is lacking altogether shinra the company is not all evil avalanche is not all good like it has great pace which drops off in the second and third disc still great and charming the cursing is absolutely sublime the sh t cid and barret says to sherry and cloud respectively second favorite drops off right at the end amaxing sprite work each character has an arc wor is a doozy but thats another plus ff is pretty close to but its been awhile i started to replay in and was struck by the visuals and fun mc s it looks like picture book or a stage play i found it odd the hate for the game i get not liking but come on ff games are mostly cute i like more than but its been so long it has realistic visuals but it still has the classic humor even if its a bit dryer than a lot of things stick out visual but the characters are probably the least interesting anyway is charmless with competent gameplay it was not short enough feel free to disagree d'],Not Recommended
1138,FishTheMeh,20.6,https://steamcommunity.com/id/BoiFish/,"March 17, 2019",0,['is game i enjoy it '],Recommended
1139,|mBA-|Bragus36,25.2,https://steamcommunity.com/id/bragus36/,"August 5, 2017",1,['my game always crash idk why can anyone help '],Recommended
1140,ryanreynolds022289,0.4,https://steamcommunity.com/id/ryanreynolds022289/,"March 28, 2016",2,['played it when it first came out i liked it more than the first one but it is kind of confusing at time and alot of back stepping and running all over looking for something to progress but i will play it again'],Recommended
1141,YouYou!,60.8,https://steamcommunity.com/id/Meqs/,"February 15, 2020",1,['there are various issues that need to be patched but overall the game runs well beyond minor inconvinences the game runs smooth '],Recommended
1142,karinawilhelm,0.9,https://steamcommunity.com/profiles/76561198030733610/,"September 29, 2019",3,['i love that ff xiii had a second part i bought the game with great expectations but it kept crushing and it was impossible to play i just asked for a refund i hope they will please if anyone knows how to stop the game to crash after the introduction i will really appreciate it'],Not Recommended
1143,JaxGul,50.9,https://steamcommunity.com/id/JaxGul0208/,"June 29, 2016",0,['too much lvl grinding involved but still good'],Recommended
1144,Ayaka Karoji,3.4,https://steamcommunity.com/id/fairne55/,"December 18, 2014",1,['a must to buy great plot '],Recommended
1145,Ars Nova,0.8,https://steamcommunity.com/id/Ars_Nova/,"January 8, 2021",3,['on top of having an abysmally bad story and feeling nothing like ffxiii this game is utterly broken and doesn t work properly at all one of the worst pc ports i ve ever played '],Not Recommended
1146,gastonmiramontes,36.3,https://steamcommunity.com/id/espartanone/,"March 11, 2023",3,['horrible performance even with modern graphic cards running hogwatrs legacy with no issues it does crash all the time i keep playing anyway after hours i reach the final boss battles non stop between them crashes every time i reach the final battle so i had to start the battles again and again that s it i ll watch the final cinematic on youtube and uninstall the game '],Not Recommended
1147,HittingTrees,3.1,https://steamcommunity.com/id/xparasitic/,"December 25, 2017",2,['i really wish the performance of this game wasn t so poor encountered constant stuttering when playing unfortunately '],Not Recommended
1148,Kain Klarden,32.3,https://steamcommunity.com/id/klarden/,"March 24, 2016",1,['warning this is a recommendation with a huge list of but s and things you need to know and is very much not a glowing one and first thing to know do not play this game with steam cloud on turn it off before you even start in the game library properties otherwise the game will crash very often during now loading screens and attemtps to switch to offline saves mid game will result in infinite loading screens for that game unless switched back to cloud saves also the game port is pretty buggy you should search for a rain effect fix if you value your eyesight and the game will load like times when you launch it just keep trying so after this lenghy the port is horrible opening let s get to the actual game what s good about it is that it actually tries to use all those ideas found and wasted in final fantasy xiii properly and succeedes in many cases all rpg systems and mechanics are still flawed but are much more fun to play with battles are less boring and actually require some thought and the progressions is rather open the levels are no longer go from point a to point b in a corridor and while they re reused constantly with variations via the whole time traveling plot they re mostly fun and look good game has a system similar to oldschool random encounters which is both good and annoying there are horrible puzzle sections although they are ussually tied to optional areas and quests and there are few super annoying and boring platforming sections but the game is not too insane with those what is also good is that the plot is happening it s weird to put this storydriven rpg has plot as a plus but after ff xiii that has nothing happening for dozens of hours having things happen story expand characters develop all the time is great the story itself is like with ff xiii more interesting in theory than in execution and few twists and turns feel not just silly but completely undermining some of the other stuff but it has moments and is surprisingly darker than you might expect but overall storytelling and themes are good waaaay better than hours of nothing from ff xiii even if a lot of stuff feels stupid or absurd and tone can be off by a lot it looks good it sounds very good if sometimes unexpected soundtrack switches from usual ff to resident evil parasite eve feel same composer to devil may cry in seconds and always catches you off guard it has very welcome tweaks to ui and controls it s a bit too experimental for it s own good but it s also pretty fun not something to go into for a full price especially with the port quality like this but a pretty interesting jrpg nonetheless '],Recommended
1149,SkekVar,8.6,https://steamcommunity.com/profiles/76561198147720935/,"February 10, 2018",3,['bad port '],Not Recommended
1150,Daedalus,48.6,https://steamcommunity.com/id/chloecea/,"September 21, 2020",0,[' '],Recommended
1151,Ohm,61.5,https://steamcommunity.com/id/pasathaioum5/,"July 30, 2017",2,['if you love you will hate this gamebecause the story is so unnecessary is already having a good conclusion but the story of this game ruins it the party member is very downgraded consisted of people party member but this game has people and the historia crux time travel system why this is even a thing for final fantasy the puzzle it s annoying more than the encounter system this one has random encounter whereas show enemies monsters on the map if you hate maybe you will love this gamewhy because it having more it having more it having more npc to talk it having it having a it having qte for more action during the no more confusing word like l cie cie th fal cie it still has but it toned down for easily understandable story it s like the developer of this game taking the feedback from the player of too seriously and executed it in wrong way possible and the big issue of this game is it won t run properly on windows it will crash a lot no matter how hard you try to play this game i complete this game on windows so i don t have any issue so my conclusion is if you never play before don t buy this game go play and try to complete it it may be linear the story may be confusing at time but it excellent on it own and trust me don t ever look back for and lightning return or you will feel very disappointed in your life ps if there any grammar or language issues i m sorry for it english is not my n'],Not Recommended
1152,deepcapture,5.1,https://steamcommunity.com/profiles/76561197965206796/,"January 8, 2018",3,['this is a great game but squeenix dropped it on the market then turned their backs it has crashing and sound issues which make it hard to progress and just plain irritating shame squeenix shame '],Not Recommended
1153,Ch4P,72.4,https://steamcommunity.com/id/137238080/,"November 27, 2016",0,['nice grafic good game i like tis game '],Recommended
1154,Trứng gà,61.1,https://steamcommunity.com/id/Ershin5/,"January 24, 2016",0,['steins fps great '],Recommended
1155,EXE,24.6,https://steamcommunity.com/id/exe-pc/,"January 28, 2015",0,['great '],Recommended
1156,iamweasel,0.4,https://steamcommunity.com/profiles/76561198369213784/,"July 9, 2023",1,['you shouldn t need a laundry list of tasks downloading extra stuff from other sources to get a game to even start up when paying money to steam for this game can t even get to the main starting screen '],Not Recommended
1157,eldursson,1.6,https://steamcommunity.com/id/rafi2_ab/,"December 28, 2017",3,['i should have listened to everyone warning about constant game crashes it s true how am i supposed to invest or so hours into a game that i m having to frequently restart very sad '],Not Recommended
1158,k33nS1ght_7274,38.8,https://steamcommunity.com/id/RUGBY-GRIDIRON-SOCCER/,"April 3, 2022",1,['broken piece of garbag'],Not Recommended
1159,Bernadetta Sanders,67.3,https://steamcommunity.com/id/NotMyDadOrMom/,"July 10, 2016",3,['this is the second part of the game that got me interested in final fantasy tbh i dont like final fantasy not any other installation except this whole trilogy sorry this game sure took me a while to play and i had to fight for it but thanks to all the community guide and discussions it all went and worked well i am glad i suffered enough to play this game the fan service was well put i even tried to slow motion it about times just to get a good wank at it so yeah pretty good and to those who say this wasnt great or anything well if you look at the charts xiii sold more than your favorites like ff or whatever roasted so yeah buy it if youre willing to fight for it'],Recommended
1160,Qwertie,13.4,https://steamcommunity.com/profiles/76561198008454415/,"July 31, 2018",3,['unstable on newer machines fun game just unlikly to work '],Not Recommended
1161,MissHaru,61.5,https://steamcommunity.com/id/missharu/,"December 24, 2016",3,['love it '],Recommended
1162,wendy101,66.1,https://steamcommunity.com/profiles/76561198362642856/,"November 10, 2020",1,['its ok for solo play'],Recommended
1163,Motherboards,57.3,https://steamcommunity.com/profiles/76561198000732391/,"March 15, 2023",1,[' s good'],Recommended
1164,天才 Baka Prodigy,9.7,https://steamcommunity.com/id/bakaflame/,"March 13, 2023",0,['nupe'],Not Recommended
1165,Minato,85.5,https://steamcommunity.com/id/minatokun/,"March 9, 2023",2,['this becomes easier to understand after you have consumed steins gate steins gate and pokemon gen'],Recommended
1166,DanNeverSleeps,110.1,https://steamcommunity.com/profiles/76561198880201063/,"August 25, 2021",0,['stupid temporal rift puzzles that add nothing to the game but to annoy you worst minigame ever on an ff game '],Not Recommended
1167,"""battler"" ""ushiromiya""",24.5,https://steamcommunity.com/id/hivehum/,"January 25, 2019",0,['this is like an inconcievably bad port i am actively fighting the game for the right to play it'],Recommended
1168,Kaynos,61.6,https://steamcommunity.com/profiles/76561198014869656/,"December 15, 2014",1,['must have if your a fan of the ff serie '],Recommended
1169,Ic3Y,6.5,https://steamcommunity.com/id/iicee007s/,"December 13, 2014",0,[' hd fhd ok '],Recommended
1170,Yoshioka Riho,4.0,https://steamcommunity.com/profiles/76561198032628257/,"June 17, 2020",2,['can t play in windows dammit'],Not Recommended
1171,IMMACULATE,46.6,https://steamcommunity.com/profiles/76561198047584884/,"June 16, 2015",1,[' it s good game kupo story better than final fantasy xiii '],Recommended
1172,Delixcroix,9.9,https://steamcommunity.com/profiles/76561198085984689/,"May 9, 2023",0,['it doesn t work not only does it not work but it will soft lock the game dozens of times because tutorial dialog boxes won t appear and then you get locked out of learning abbilities required to play further in the game i softlocked my save file times before i said it dusted off the hair that had grown on my and had to play it on that console it simply doesn t work and it should be a crime to sell the game in this state so in point form bad frame rates constant crashes without a patch to increase the load the game can handle broken textures when it rains it looks awful and ruins the asthetics of several zones constant game restarting level bugs related to tutorial boxes all and all save your money and find your like i did which sucks because i had a good experience with after i fixed the memory crashing glitches and seems to be the only steam port that works '],Not Recommended
1173,pakaphonp,45.7,https://steamcommunity.com/profiles/76561198317385406/,"August 28, 2022",0,['game keep clashing after just only hours playing '],Not Recommended
1174,NeOzguR,56.5,https://steamcommunity.com/profiles/76561197996223286/,"January 11, 2017",0,['there is a way to get constat smooth fps on nvidia cards you need nvidia inspector app and these instructions just a one reminder from this latter page s instructions do not change antialiasing mode to override any application setting leave it at the application controlled option if you do not your game will probably won t open at the start because of a conflict on the launcher aa level and your overridden aa level and one last thing even if you have super duper card like gtx or gtx or above you need to downdrage shadow resolution to and anti aliasing to from launcher i have btw because this game engineered for and consoles and it has got pc port and to tell you the truth there is not a slight difference between ultra high shadow level and ultra high aa levels believe me also you need to understand this game is meant for fps if you want to play on smooth you probably cannot do it if you follow upperside instructions you will most likely get smooth fps from the game and one last thing i did this on my computer and get this satisfying results it doesn t mean that you will get the same results this method doesn t have any risks but if you do something wrong i won t accept any accusation if you are a tech savvy guy a bit you will do these veeeery simple my computer specs ram gtx here is the discussion page '],Recommended
